mandat_id,mandature_id,personne_id,nom,prenom,role,from_date,to_date,source_personne,source
,gouv_daladier_2,,Daladier,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_daladier_3,,Daladier,Édouard,Ministre de la Guerre et de la Défense nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_3,,Daladier,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,Daladier,Édouard,Ministre de la Guerre et de la Défense nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_4,,Daladier,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,Daladier,Édouard,Ministre de la Guerre et de la Défense nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_daladier_5,,Daladier,Édouard,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_daladier_5,,Daladier,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_herriot_1,,Daladier,Édouard,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_herriot_2,,Daladier,Édouard,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_3,,Daladier,Édouard,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_painleve_3,,Daladier,Édouard,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(3)
,gouv_paul_boncour,,Daladier,Édouard,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_reynaud,,Daladier,Édouard,Ministre des Affaires étrangères	,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_reynaud,,Daladier,Édouard,Ministre de la Guerre et de la Défense nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_sarraut_1,,Daladier,Édouard,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_steeg,,Daladier,Édouard,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Théodore_Steeg
,gouv_herriot_1,,Dalbiez,Victor,Ministre des Régions libérées,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_briand_5,,Dalimier,Albert,"Sous-secrétaire d’État à l'Instruction publique, des Beaux-Arts et Inventions intéressant la défense nationale",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_briand_6,,Dalimier,Albert,Sous-secrétaire d’État à l'Instruction publique et aux Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_chautemps_2,,Dalimier,Albert,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_clemenceau_2,,Dalimier,Albert,Sous-secrétaire d’État à l'Instruction publique et aux Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_daladier_1,,Dalimier,Albert,Ministre des Colonies	,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_herriot_3,,Dalimier,Albert,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_painleve_1,,Dalimier,Albert,Sous-secrétaire d’État à l'Instruction publique et aux Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_paul_boncour,,Dalimier,Albert,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_ribot_5,,Dalimier,Albert,Sous-secrétaire d’État à l'Instruction publique et aux Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_sarraut_1,,Dalimier,Albert,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_sarraut_1,,Dalimier,Albert,Vice-président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_viviani_1,,Dalimier,Albert,"Sous-secrétaire d’État à l'Instruction publique et des Beaux-Arts, chargé des Beaux-Arts",,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_viviani_2,,Dalimier,Albert,"Sous-secrétaire d’État à l'Instruction publique et des Beaux-Arts, chargé des Beaux-Arts",,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_briand_10,,Daniélou,Charles,Sous-secrétaire d’État à la Présidence du Conseil et aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(10)
,gouv_briand_8,,Daniélou,Charles,"Sous-secrétaire d’État aux Travaux publics, chargé aux Ports, à la Marine marchande et aux Pêches",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_briand_9,,Daniélou,Charles,Sous-secrétaire d’État à la Présidence du Conseil et aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_chautemps_1,,Daniélou,Charles,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_daladier_1,,Daniélou,Charles,Ministre de la Santé publique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_painleve_2,,Daniélou,Charles,"Sous-secrétaire d’État aux Ports, à la Marine marchande et aux Pêches",,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_painleve_3,,Daniélou,Charles,"Sous-secrétaire d’État aux Ports, à la Marine marchande et aux Pêches",,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(3)
,gouv_paul_boncour,,Daniélou,Charles,Ministre de la Santé publique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_steeg,,Daniélou,Charles,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Théodore_Steeg
,gouv_herriot_2,,Dariac,Adrien,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_ribot_4,,Dariac,Adrien,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_méline,,Darlan,Jean-Baptiste,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Méline
,gouv_petain,,Darlan,François,Ministre de la Marine marchande et militaire,,,,https://fr.wikipedia.org/wiki/Gouvernement_Philippe_Pétain
,gouv_goblet,,Dauphin,Albert,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Goblet
,gouv_brisson_1,,Dautresme,Lucien,Ministre du Commerce,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_rouvier_1,,Dautresme,Lucien,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(1)
,gouv_tirard_1,,Dautresme,Lucien,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(1)
,gouv_daladier_5,,Dautry,Raoul,Ministre de l’Armement,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_reynaud,,Dautry,Raoul,Ministre de l’Armement,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_briand_3,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(3)
,gouv_briand_4,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(4)
,gouv_doumergue_1,,David,Fernand,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(1)
,gouv_leygues,,David,Robert,Sous-secrétaire d'État à l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,David,Robert,Sous-secrétaire d’État à l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,David,Robert,Sous-secrétaire d’État à l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_painleve_1,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_poincare_1,,David,Fernand,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_ribot_5,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_tardieu_2,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_viviani_1,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_viviani_2,,David,Fernand,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_chautemps_1,,de Chappedelaine,Louis,Sous-secrétaire d’État à l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_daladier_2,,de Chappedelaine,Louis,Ministre de la Marine militaire,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_sarraut_2,,de Chappedelaine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_daladier_3,,de Chappedeleine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,de Chappedeleine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_laval_1,,de Chappedeleine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,de Chappedeleine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,de Chappedeleine,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_tardieu_3,,de Chappedeleine,Louis,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_briand_5,,de Freycinet,Charles,Ministre d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_brisson_1,,de Freycinet,Charles,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_de_freycinet_2,,de Freycinet,Charles,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_de_freycinet_2,,de Freycinet,Charles,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_de_freycinet_3,,de Freycinet,Charles,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(3)
,gouv_de_freycinet_3,,de Freycinet,Charles,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(3)
,gouv_de_freycinet_4,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_de_freycinet_4,,de Freycinet,Charles,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_dupuy_4,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(4)
,gouv_dupuy_5,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_floquet,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Floquet
,gouv_loubet,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_ribot_1,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(1)
,gouv_tirard_2,,de Freycinet,Charles,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(2)
,gouv_waldeck_rousseau,,de Galliffet,Gaston,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Waldeck-Rousseau
,gouv_reynaud,,de Gaulle,Charles,Sous-secrétaire d’État chargé de la Défense nationale et de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_rouvier_1,,de Heredia,Severiano,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(1)
,gouv_briand_8,,de Jouvenel,Henry,Haut-Commissaire en Syrie et au Liban,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_briand_9,,de Jouvenel,Henry,Haut-Commissaire en Syrie et au Liban,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_daladier_2,,de Jouvenel,Henry,Ministre de la France d’Outre-mer,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_painleve_3,,de Jouvenel,Henry,Haut-Commissaire en Syrie et au Liban,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(3)
,gouv_poincare_3,,de Jouvenel,Henry,"Ministre de l’Instruction publique, des Beaux-Arts et de l’Enseignement technique",,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(3)
,gouv_reynaud,,de La Grange,Amaury,Sous-secrétaire d’État au Commerce et à l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_de_freycinet_3,,de La Porte,Amédée,Sous-secrétaire d’État à la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(3)
,gouv_floquet,,de La Porte,Amédée,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Floquet
,gouv_tirard_1,,de La Porte,Amédée,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(1)
,gouv_waldeck_rousseau,,de Lanessan,Jean-Marie,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Waldeck-Rousseau
,gouv_poincare_2,,de Lasteyrie,Charles,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_de_freycinet_2,,de Mahy,François,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_duclerc,,de Mahy,François,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Duclerc
,gouv_fallieres,,de Mahy,François,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Armand_Fallières
,gouv_fallieres,,de Mahy,François,Ministre de la Marine et des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Armand_Fallières
,gouv_tirard_1,,de Mahy,François,Ministre de la Marine et des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(1)
,gouv_barthou,,de Monzie,Anatole,"Sous-secrétaire d'État à la Marine, chargé de la Marine marchande",,,,https://fr.wikipedia.org/wiki/Gouvernement_Louis_Barthou
,gouv_briand_8,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_briand_9,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_chautemps_2,,de Monzie,Anatole,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_daladier_1,,de Monzie,Anatole,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_daladier_3,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_herriot_1,,de Monzie,Anatole,Ministre des Finances	,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_herriot_2,,de Monzie,Anatole,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_3,,de Monzie,Anatole,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_painleve_1,,de Monzie,Anatole,Sous-secrétaire d’État aux Transports maritimes et à la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_painleve_2,,de Monzie,Anatole,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_painleve_2,,de Monzie,Anatole,Ministre de l’Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_painleve_3,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(3)
,gouv_paul_boncour,,de Monzie,Anatole,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_reynaud,,de Monzie,Anatole,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_ribot_5,,de Monzie,Anatole,Sous-secrétaire d'État à la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_sarraut_1,,de Monzie,Anatole,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_herriot_1,,de Moro Giafferi,Vincent,Sous-secrétaire d’État à l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_caillaux,,de Selves,Justin,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Caillaux
,gouv_francois-marsal,,de Selves,Justin,Ministre de l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Frédéric_François-Marsal
,gouv_poincare_3,,de Selves,Justin,Ministre de l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(3)
,gouv_blum_1,,de Tessan,François,Sous-secrétaire d’État à la présidence du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_blum_2,,de Tessan,François,Sous-secrétaire d’État à la Présidence du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(2)
,gouv_chautemps_2,,de Tessan,François,Sous-secrétaire d’État aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_chautemps_3,,de Tessan,François,Sous-secrétaire d'État aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,de Tessan,François,Sous-secrétaire d'État aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_paul_boncour,,de Tessan,François,Sous-secrétaire d’État au Travail et à la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_sarraut_1,,de Tessan,François,Sous-secrétaire d’État aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_sarraut_2,,Déat,Marcel,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_waldeck_rousseau,,Decrais,Albert,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Waldeck-Rousseau
,gouv_blum_1,,Delbos,Yvon,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_chautemps_3,,Delbos,Yvon,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,Delbos,Yvon,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_5,,Delbos,Yvon,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_painleve_2,,Delbos,Yvon,Ministre de l’Instruction publique et des Beaux-Arts	,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_painleve_2,,Delbos,Yvon,"Sous-secrétaire d’État à l'Enseignement technique et Professionnel, Enseignements postscolaires, Éducation physique et Préparation militaire",,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_painleve_3,,Delbos,Yvon,Ministre de l’Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(3)
,gouv_reynaud,,Delbos,Yvon,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_sarraut_2,,Delbos,Yvon,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_brisson_2,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(2)
,gouv_caillaux,,Delcassé,Théophile,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Caillaux
,gouv_combes,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Combes
,gouv_dupuy_1,,Delcassé,Théophile,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(1)
,gouv_dupuy_2,,Delcassé,Théophile,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(2)
,gouv_dupuy_3,,Delcassé,Théophile,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(3)
,gouv_dupuy_4,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(4)
,gouv_dupuy_5,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_monis,,Delcassé,Théophile,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Ernest_Monis
,gouv_poincare_1,,Delcassé,Théophile,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_ribot_2,,Delcassé,Théophile,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(2)
,gouv_ribot_4,,Delcassé,Théophile,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_rouvier_2,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(2)
,gouv_viviani_2,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_waldeck_rousseau,,Delcassé,Théophile,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Waldeck-Rousseau
,gouv_chautemps_2,,Delesalle,Charles,Sous-secrétaire d’État à l’Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_sarraut_1,,Delesalle,Charles,Sous-secrétaire d’État à l’Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_laval_1,,Deligne,Maurice,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Deligne,Maurice,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Deligne,Maurice,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_tardieu_1,,Deligne,Maurice,Sous-secrétaire d’État à la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_tardieu_1,,Delmont,Alcide,Sous-secrétaire d’État aux Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_tardieu_2,,Delmont,Alcide,Sous-secrétaire d’État aux Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_chautemps_4,,Delom-Sorbé,Maurice,Sous-secrétaire d’État à la Marine militaire,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_dupuy_4,,Delombre,Paul,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(4)
,gouv_dupuy_5,,Delombre,Paul,"Ministre du Commerce, de l'Industrie",,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_floquet,,Deluns-Montaud,Pierre,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Floquet
,gouv_brisson_1,,Demôle,Charles,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_de_freycinet_3,,Demôle,Charles,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(3)
,gouv_bouisson,,Denain,Victor,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
