mandat_id,mandature_id,personne_id,nom,prenom,role,from_date,to_date,source_personne,source
,gouv_steeg,,Grinda,Édouard,"Ministre du Travail, de l'Hygiène et de la Prévoyance Sociale",,,,https://fr.wikipedia.org/wiki/Gouvernement_Théodore_Steeg
,gouv_dupuy_1,,Guérin,Eugène,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(1)
,gouv_dupuy_2,,Guérin,Eugène,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(2)
,gouv_dupuy_3,,Guérin,Eugène,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(3)
,gouv_laval_1,,Guernier,Charles,"Ministre des Postes, Télégraphes et des Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Guernier,Charles,"Ministre des Postes, Télégraphes et des Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Guernier,Charles,"Ministre des Postes, Télégraphes et des Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_ribot_4,,Guernier,Charles,"Sous-secrétaire d'État à la Marine, chargé de la Marine marchande",,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_ribot_5,,Guernier,Charles,Haut-commissaire auprès du Gouvernement britannique pour le règlement des affaires maritimes interalliées,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_tardieu_3,,Guernier,Charles,Ministre des Travaux publics et de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_sarraut_2,,Guernut,Henri,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_briand_5,,Guesde,Jules,Ministre d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_viviani_2,,Guesde,Jules,Ministre sans portefeuille,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_dupuy_4,,Guillain,Antoine,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(4)
,gouv_dupuy_5,,Guillain,Antoine,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_briand_10,,Guillaumat,Adolphe,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(10)
,gouv_briand_2,,Guist'hau,Gabriel,Sous-secrétaire d'État à la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(2)
,gouv_briand_3,,Guist'hau,Gabriel,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(3)
,gouv_briand_4,,Guist'hau,Gabriel,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(4)
,gouv_briand_7,,Guist'hau,Gabriel,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(7)
,gouv_poincare_1,,Guist'hau,Gabriel,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_de_freycinet_4,,Guyot,Yves,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_tirard_2,,Guyot,Yves,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(2)
,gouv_bourgeois,,Guyot-Dessaigne,Jean,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Bourgeois
,gouv_clemenceau_1,,Guyot-Dessaigne,Jean,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(1)
,gouv_floquet,,Guyot-Dessaigne,Edmond,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Floquet
,gouv_reynaud,,Hachette,René,Sous-secrétaire d’État à l’Économie nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_dupuy_2,,Hanotaux,Gabriel,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(2)
,gouv_dupuy_3,,Hanotaux,Gabriel,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(3)
,gouv_méline,,Hanotaux,Gabriel,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Méline
,gouv_ribot_3,,Hanotaux,Gabriel,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(3)
,gouv_briand_11,,Hennessy,Jean,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(11)
,gouv_poincare_5,,Hennessy,Jean,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(5)
,gouv_tardieu_1,,Hennessy,Jean,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_daladier_2,,Hérard,Jean,Sous-secrétaire d’État à l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_reynaud,,Héraud,Marcel,Ministre de la Santé publique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_tardieu_1,,Héraud,Marcel,Sous-secrétaire d’État à la Présidence du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_tardieu_2,,Héraud,Marcel,Sous-secrétaire d’État à la Présidence du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_brisson_1,,Hérault,Alfred,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_brisson_1,,Hérault,Alfred,Sous-secrétaire d'État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_duclerc,,Hérisson,Anne-Charles,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Duclerc
,gouv_fallieres,,Hérisson,Anne-Charles,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Armand_Fallières
,gouv_ferry_2,,Hérisson,Anne-Charles,Ministre du Commerce,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Ferry_(2)
,gouv_bouisson,,Herriot,Édouard,Ministres d’État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_briand_6,,Herriot,Édouard,"Ministre des Travaux publics, des Transports et du Ravitaillement",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_doumergue_2,,Herriot,Édouard,Ministres d’État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
,gouv_herriot_1,,Herriot,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_herriot_2,,Herriot,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_3,,Herriot,Édouard,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_laval_4,,Herriot,Édouard,Ministres d’État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_poincare_4,,Herriot,Édouard,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(4)
,gouv_herriot_2,,Hesse,André,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_painleve_2,,Hesse,André,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(2)
,gouv_leygues,,Honnorat,André,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Honnorat,André,Ministre de l’Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Honnorat,André,Ministre de l’Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_tardieu_1,,Hubert,Lucien,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_tardieu_1,,Hubert,Lucien,Vice-président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_daladier_1,,Hulin,Pierre,Sous-secrétaire d’État à la Présidence du Conseil et à la Guerre chargé de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_de_freycinet_2,,Humbert,Gustave,"Garde des Sceaux, ministre de la Justice et des Cultes",,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_chautemps_3,,Hymans,Max,Sous-secrétaire d’État au Commerce,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,Hymans,Max,Sous-secrétaire d’État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_clemenceau_2,,Ignace,Édouard,Sous-secrétaire d’État à la Justice militaire,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_leygues,,Isaac,Auguste,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Isaac,Auguste,Ministre du Commerce et de l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Isaac,Auguste,Ministre du Commerce et de l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_chautemps_2,,Israël,Alexandre,Ministre de la Santé publique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_herriot_3,,Israël,Alexandre,Sous-secrétaire d’État à l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_paul_boncour,,Israël,Alexandre,Sous-secrétaire d’État à l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_bouisson,,Jacquier,Paul,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_doumergue_1,,Jacquier,Paul,"Sous-secrétaire d’État à l'Instruction publique et des Beaux-Arts, chargé des Beaux-Arts",,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(1)
,gouv_herriot_2,,Jacquier,Paul,Sous-secrétaire d’État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_viviani_1,,Jacquier,Paul,Sous-secrétaire d’État à l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_viviani_2,,Jacquier,Paul,Sous-secrétaire d’État à l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_reynaud,,Jacquinot,Louis,Sous-secrétaire d’État à l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_loubet,,Jamais,Émile,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_ribot_1,,Jamais,Émile,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(1)
,gouv_blum_1,,Jardillier,Robert,"Ministre des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_chautemps_4,,Jaubert,Jean-Alexis,Sous-secrétaire d'État aux Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_2,,Jaubert,Jean-Alexis,Sous-secrétaire d’État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_paul_boncour,,Jaubert,Jean-Alexis,Sous-secrétaire d’État à l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_de_freycinet_2,,Jauréguiberry,Bernard,Ministre de la Marine et des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_duclerc,,Jauréguiberry,Bernard,Ministre de la Marine et des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Duclerc
,gouv_tirard_2,,Jaurès,Benjamin,Ministre de la Marine et des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Tirard_(2)
,gouv_clemenceau_2,,Jeanneney,Jules,Sous-secrétaire d’État à la Présidence du Conseil et à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_blum_1,,Joliot-Curie,Irène,Sous-secrétaire d’État à l'Éducation nationale chargé de la Recherche scientifique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_briand_3,,Jonnart,Charles,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(3)
,gouv_briand_4,,Jonnart,Charles,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(4)
,gouv_casimir_perier,,Jonnart,Charles,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jean_Casimir-Perier
,gouv_clemenceau_2,,Jonnart,Charles,Ministre du Blocus des Régions libérées,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_briand_10,,Jourdain,Paul,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(10)
,gouv_briand_8,,Jourdain,Paul,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_briand_9,,Jourdain,Paul,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_clemenceau_2,,Jourdain,Paul,Ministre du Travail et de la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_francois-marsal,,Jourdain,Paul,Ministre du Travail et de l'Hygiène,,,,https://fr.wikipedia.org/wiki/Gouvernement_Frédéric_François-Marsal
,gouv_leygues,,Jourdain,Paul,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Jourdain,Paul,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Jourdain,Paul,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_blum_1,,Jules-Julien,Alfred,Sous-secrétaire d’État à l'Éducation nationale chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_blum_2,,Jules-Julien,Alfred,Sous-secrétaire d’État à l'Éducation nationale chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(2)
,gouv_chautemps_3,,Jules-Julien,Alfred,Sous-secrétaire d’État à l'Éducation nationale chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,Jules-Julien,Alfred,Sous-secrétaire d’État à l'Éducation nationale chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_3,,Jules-Julien,Alfred,"Ministre des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,Jules-Julien,Alfred,"Ministre des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,Jules-Julien,Alfred,"Ministre des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_reynaud,,Jules-Julien,Alfred,"Ministre des Postes, Télégraphes, Téléphones et Transmissions",,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_sarraut_2,,Jules-Julien,Alfred,Sous-secrétaire d’État à l’Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_barthou,,Klotz,Louis-Lucien,Ministre de l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Louis_Barthou
,gouv_briand_2,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(2)
,gouv_briand_3,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(3)
,gouv_briand_4,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(4)
,gouv_caillaux,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Caillaux
,gouv_clemenceau_2,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_painleve_1,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_poincare_1,,Klotz,Louis-Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_bourgeois,,Krantz,Camille,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Bourgeois
,gouv_dupuy_4,,Krantz,Camille,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(4)
,gouv_dupuy_5,,Krantz,Camille,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_dupuy_5,,Krantz,Camille,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(5)
,gouv_blum_2,,La Chambre,Guy,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(2)
,gouv_chautemps_2,,La Chambre,Guy,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_chautemps_4,,La Chambre,Guy,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_1,,La Chambre,Guy,Sous-secrétaire d’État à la Présidence du Conseil et à la Guerre chargé de la Présidence du conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_daladier_2,,La Chambre,Guy,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_daladier_3,,La Chambre,Guy,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,La Chambre,Guy,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,La Chambre,Guy,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_paul_boncour,,La Chambre,Guy,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_sarraut_1,,La Chambre,Guy,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_duclerc,,Labuze,Justin,Sous-secrétaire d'État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Duclerc
,gouv_fallieres,,Labuze,Justin,Sous-secrétaire d'État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Armand_Fallières
,gouv_ferry_2,,Labuze,Justin,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Ferry_(2)
,gouv_briand_5,,Lacaze,Lucien,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_briand_6,,Lacaze,Lucien,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_briand_6,,Lacaze,Lucien,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_ribot_5,,Lacaze,Lucien,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_blum_1,,Lacore,Suzanne,Sous-secrétaire d’État à la Santé publique chargé de la Protection de l'Enfance,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_chautemps_4,,Lafaye,Gabriel,Sous-secrétaire d’État au Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_briand_2,,Lafferre,Louis,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(2)
,gouv_clemenceau_2,,Lafferre,Louis,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Clemenceau_(2)
,gouv_briand_7,,Laffont,Paul,"Sous-secrétaire d’État aux Travaux publics chargé des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(7)
,gouv_poincare_2,,Laffont,Paul,Sous-secrétaire d’État aux Travaux publics chargé des P.T.T.,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_bouisson,,Lafont,Ernest,Ministre de la Santé publique et de l’Éducation physique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_laval_4,,Lafont,Ernest,Ministre de la Santé publique et de l’Éducation physique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_blum_1,,Lagrange,Léo,Sous-secrétaire d’État à la Santé publique chargé de l'Organisation des Loisirs et des Sports,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_blum_2,,Lagrange,Léo,"Sous-secrétaire d’État à l’Éducation nationale chargé l’Éducation physique, des Sports et des Loisirs",,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(2)
,gouv_chautemps_3,,Lagrange,Léo,"Sous-secrétaire d’État à la Santé publique chargé de l'Organisation des Sports, des Loisirs et de l’Éducation physique",,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_1,,Lambert,Charles,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_briand_9,,Lamoureux,Lucien,Ministre de l’Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_chautemps_1,,Lamoureux,Lucien,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_chautemps_2,,Lamoureux,Lucien,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_chautemps_2,,Lamoureux,Lucien,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_daladier_1,,Lamoureux,Lucien,Ministre du Budget,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_doumergue_2,,Lamoureux,Lucien,Ministre du Commerce et de l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
,gouv_reynaud,,Lamoureux,Lucien,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_francois-marsal,,Landry,Adolphe,"Ministre de l'Instruction publique, des Beaux-Arts et de l'Enseignement technique",,,,https://fr.wikipedia.org/wiki/Gouvernement_Frédéric_François-Marsal
,gouv_laval_1,,Landry,Adolphe,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Landry,Adolphe,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Landry,Adolphe,Ministre du Travail et de la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_leygues,,Landry,Adolphe,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Landry,Adolphe,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Landry,Adolphe,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_reynaud,,Laniel,Joseph,Sous-secrétaire d’État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_ferry_2,,Laroze,Alfred,Sous-secrétaire d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Ferry_(2)
,gouv_chautemps_4,,Lassalle,Robert,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_viviani_1,,Lauraine,Jean-Octave,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_chautemps_4,,Laurens,Émile,Sous-secrétaire d’État à la Présidence du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_tardieu_2,,Lautier,Eugène,Sous-secrétaire d’État aux Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_bouisson,,Laval,Pierre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_briand_10,,Laval,Pierre,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(10)
,gouv_briand_8,,Laval,Pierre,"Sous-secrétaire d’État à la Présidence du Conseil et aux Affaires étrangères, chargé de la Présidence du Conseil",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_briand_9,,Laval,Pierre,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_doumergue_2,,Laval,Pierre,Ministre d'État,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
